dataset,end-date,entry-date,notes,start-date,provision-reason,organisation,project,specification
conservation-area,,2023-08-17,,,prospective,local-authority:NHE,open-digital-planning,conservation-area
conservation-area-document,,2023-08-17,,,prospective,local-authority:NHE,open-digital-planning,conservation-area
listed-building-outline,,2023-08-17,,,prospective,local-authority:NHE,open-digital-planning,listed-building
tree,,2023-08-17,,,prospective,local-authority:NHE,open-digital-planning,tree-preservation-order
tree-preservation-order,,2023-08-17,,,prospective,local-authority:NHE,open-digital-planning,tree-preservation-order
tree-preservation-zone,,2023-08-17,,,prospective,local-authority:NHE,open-digital-planning,tree-preservation-order
brownfield-land,,2023-08-17,,,statutory,local-authority:NKE,brownfield-land,brownfield-land
developer-agreement,,2023-08-17,,,encouraged,local-authority:NKE,developer-contribution,developer-ageement
developer-agreement-contribution,,2023-08-17,,,encouraged,local-authority:NKE,developer-contribution,developer-ageement
developer-agreement-transaction,,2023-08-17,,,encouraged,local-authority:NKE,developer-contribution,developer-ageement
design-code,,2023-08-17,,,prospective,local-authority:NKE,design-codes,design-code
design-code-area,,2023-08-17,,,prospective,local-authority:NKE,design-codes,design-code
design-code-rule,,2023-08-17,,,prospective,local-authority:NKE,design-codes,design-code
article-4-direction,,2023-08-17,,,prospective,local-authority:NKE,open-digital-planning,article-4-direction
article-4-direction-area,,2023-08-17,,,prospective,local-authority:NKE,open-digital-planning,article-4-direction
conservation-area,,2023-08-17,,,prospective,local-authority:NKE,open-digital-planning,conservation-area
conservation-area-document,,2023-08-17,,,prospective,local-authority:NKE,open-digital-planning,conservation-area
listed-building-outline,,2023-08-17,,,prospective,local-authority:NKE,open-digital-planning,listed-building
tree,,2023-08-17,,,prospective,local-authority:NKE,open-digital-planning,tree-preservation-order
tree-preservation-order,,2023-08-17,,,prospective,local-authority:NKE,open-digital-planning,tree-preservation-order
tree-preservation-zone,,2023-08-17,,,prospective,local-authority:NKE,open-digital-planning,tree-preservation-order
brownfield-land,,2023-08-17,,,statutory,local-authority:NLN,brownfield-land,brownfield-land
developer-agreement,,2023-08-17,,,encouraged,local-authority:NLN,developer-contribution,developer-ageement
developer-agreement-contribution,,2023-08-17,,,encouraged,local-authority:NLN,developer-contribution,developer-ageement
developer-agreement-transaction,,2023-08-17,,,encouraged,local-authority:NLN,developer-contribution,developer-ageement
design-code,,2023-08-17,,,prospective,local-authority:NLN,design-codes,design-code
design-code-area,,2023-08-17,,,prospective,local-authority:NLN,design-codes,design-code
design-code-rule,,2023-08-17,,,prospective,local-authority:NLN,design-codes,design-code
article-4-direction,,2023-08-17,,,prospective,local-authority:NLN,open-digital-planning,article-4-direction
article-4-direction-area,,2023-08-17,,,prospective,local-authority:NLN,open-digital-planning,article-4-direction
conservation-area,,2023-08-17,,,prospective,local-authority:NLN,open-digital-planning,conservation-area
conservation-area-document,,2023-08-17,,,prospective,local-authority:NLN,open-digital-planning,conservation-area
listed-building-outline,,2023-08-17,,,prospective,local-authority:NLN,open-digital-planning,listed-building
tree,,2023-08-17,,,prospective,local-authority:NLN,open-digital-planning,tree-preservation-order
tree-preservation-order,,2023-08-17,,,prospective,local-authority:NLN,open-digital-planning,tree-preservation-order
tree-preservation-zone,,2023-08-17,,,prospective,local-authority:NLN,open-digital-planning,tree-preservation-order
brownfield-land,,2023-08-17,,,statutory,local-authority:NNO,brownfield-land,brownfield-land
developer-agreement,,2023-08-17,,,encouraged,local-authority:NNO,developer-contribution,developer-ageement
developer-agreement-contribution,,2023-08-17,,,encouraged,local-authority:NNO,developer-contribution,developer-ageement
developer-agreement-transaction,,2023-08-17,,,encouraged,local-authority:NNO,developer-contribution,developer-ageement
design-code,,2023-08-17,,,prospective,local-authority:NNO,design-codes,design-code
design-code-area,,2023-08-17,,,prospective,local-authority:NNO,design-codes,design-code
design-code-rule,,2023-08-17,,,prospective,local-authority:NNO,design-codes,design-code
article-4-direction,,2023-08-17,,,prospective,local-authority:NNO,open-digital-planning,article-4-direction
article-4-direction-area,,2023-08-17,,,prospective,local-authority:NNO,open-digital-planning,article-4-direction
conservation-area,,2023-08-17,,,prospective,local-authority:NNO,open-digital-planning,conservation-area
conservation-area-document,,2023-08-17,,,prospective,local-authority:NNO,open-digital-planning,conservation-area
listed-building-outline,,2023-08-17,,,prospective,local-authority:NNO,open-digital-planning,listed-building
tree,,2023-08-17,,,prospective,local-authority:NNO,open-digital-planning,tree-preservation-order
tree-preservation-order,,2023-08-17,,,prospective,local-authority:NNO,open-digital-planning,tree-preservation-order
tree-preservation-zone,,2023-08-17,,,prospective,local-authority:NNO,open-digital-planning,tree-preservation-order
brownfield-land,,2023-08-17,,,statutory,local-authority:NNUA,brownfield-land,brownfield-land
developer-agreement,,2023-08-17,,,encouraged,local-authority:NNUA,developer-contribution,developer-ageement
developer-agreement-contribution,,2023-08-17,,,encouraged,local-authority:NNUA,developer-contribution,developer-ageement
developer-agreement-transaction,,2023-08-17,,,encouraged,local-authority:NNUA,developer-contribution,developer-ageement
design-code,,2023-08-17,,,prospective,local-authority:NNUA,design-codes,design-code
design-code-area,,2023-08-17,,,prospective,local-authority:NNUA,design-codes,design-code
design-code-rule,,2023-08-17,,,prospective,local-authority:NNUA,design-codes,design-code
article-4-direction,,2023-08-17,,,prospective,local-authority:NNUA,open-digital-planning,article-4-direction
article-4-direction-area,,2023-08-17,,,prospective,local-authority:NNUA,open-digital-planning,article-4-direction
conservation-area,,2023-08-17,,,prospective,local-authority:NNUA,open-digital-planning,conservation-area
conservation-area-document,,2023-08-17,,,prospective,local-authority:NNUA,open-digital-planning,conservation-area
listed-building-outline,,2023-08-17,,,prospective,local-authority:NNUA,open-digital-planning,listed-building
tree,,2023-08-17,,,prospective,local-authority:NNUA,open-digital-planning,tree-preservation-order
tree-preservation-order,,2023-08-17,,,prospective,local-authority:NNUA,open-digital-planning,tree-preservation-order
tree-preservation-zone,,2023-08-17,,,prospective,local-authority:NNUA,open-digital-planning,tree-preservation-order
brownfield-land,,2023-08-17,,,statutory,local-authority:NOR,brownfield-land,brownfield-land
developer-agreement,,2023-08-17,,,encouraged,local-authority:NOR,developer-contribution,developer-ageement
developer-agreement-contribution,,2023-08-17,,,encouraged,local-authority:NOR,developer-contribution,developer-ageement
developer-agreement-transaction,,2023-08-17,,,encouraged,local-authority:NOR,developer-contribution,developer-ageement
design-code,,2023-08-17,,,prospective,local-authority:NOR,design-codes,design-code
design-code-area,,2023-08-17,,,prospective,local-authority:NOR,design-codes,design-code
design-code-rule,,2023-08-17,,,prospective,local-authority:NOR,design-codes,design-code
article-4-direction,,2023-08-17,,,prospective,local-authority:NOR,open-digital-planning,article-4-direction
article-4-direction-area,,2023-08-17,,,prospective,local-authority:NOR,open-digital-planning,article-4-direction
conservation-area,,2023-08-17,,,prospective,local-authority:NOR,open-digital-planning,conservation-area
conservation-area-document,,2023-08-17,,,prospective,local-authority:NOR,open-digital-planning,conservation-area
listed-building-outline,,2023-08-17,,,prospective,local-authority:NOR,open-digital-planning,listed-building
tree,,2023-08-17,,,prospective,local-authority:NOR,open-digital-planning,tree-preservation-order
tree-preservation-order,,2023-08-17,,,prospective,local-authority:NOR,open-digital-planning,tree-preservation-order
tree-preservation-zone,,2023-08-17,,,prospective,local-authority:NOR,open-digital-planning,tree-preservation-order
brownfield-land,,2023-08-17,,,statutory,local-authority:NOW,brownfield-land,brownfield-land
developer-agreement,,2023-08-17,,,encouraged,local-authority:NOW,developer-contribution,developer-ageement
developer-agreement-contribution,,2023-08-17,,,encouraged,local-authority:NOW,developer-contribution,developer-ageement
developer-agreement-transaction,,2023-08-17,,,encouraged,local-authority:NOW,developer-contribution,developer-ageement
design-code,,2023-08-17,,,prospective,local-authority:NOW,design-codes,design-code
design-code-area,,2023-08-17,,,prospective,local-authority:NOW,design-codes,design-code
design-code-rule,,2023-08-17,,,prospective,local-authority:NOW,design-codes,design-code
article-4-direction,,2023-08-17,,,prospective,local-authority:NOW,open-digital-planning,article-4-direction
article-4-direction-area,,2023-08-17,,,prospective,local-authority:NOW,open-digital-planning,article-4-direction
conservation-area,,2023-08-17,,,prospective,local-authority:NOW,open-digital-planning,conservation-area
conservation-area-document,,2023-08-17,,,prospective,local-authority:NOW,open-digital-planning,conservation-area
listed-building-outline,,2023-08-17,,,prospective,local-authority:NOW,open-digital-planning,listed-building
tree,,2023-08-17,,,prospective,local-authority:NOW,open-digital-planning,tree-preservation-order
tree-preservation-order,,2023-08-17,,,prospective,local-authority:NOW,open-digital-planning,tree-preservation-order
tree-preservation-zone,,2023-08-17,,,prospective,local-authority:NOW,open-digital-planning,tree-preservation-order
brownfield-land,,2023-08-17,,,statutory,local-authority:NSM,brownfield-land,brownfield-land
developer-agreement,,2023-08-17,,,encouraged,local-authority:NSM,developer-contribution,developer-ageement
developer-agreement-contribution,,2023-08-17,,,encouraged,local-authority:NSM,developer-contribution,developer-ageement
developer-agreement-transaction,,2023-08-17,,,encouraged,local-authority:NSM,developer-contribution,developer-ageement
design-code,,2023-08-17,,,prospective,local-authority:NSM,design-codes,design-code
design-code-area,,2023-08-17,,,prospective,local-authority:NSM,design-codes,design-code
design-code-rule,,2023-08-17,,,prospective,local-authority:NSM,design-codes,design-code
article-4-direction,,2023-08-17,,,prospective,local-authority:NSM,open-digital-planning,article-4-direction
article-4-direction-area,,2023-08-17,,,prospective,local-authority:NSM,open-digital-planning,article-4-direction
conservation-area,,2023-08-17,,,prospective,local-authority:NSM,open-digital-planning,conservation-area
conservation-area-document,,2023-08-17,,,prospective,local-authority:NSM,open-digital-planning,conservation-area
listed-building-outline,,2023-08-17,,,prospective,local-authority:NSM,open-digital-planning,listed-building
tree,,2023-08-17,,,prospective,local-authority:NSM,open-digital-planning,tree-preservation-order
tree-preservation-order,,2023-08-17,,,prospective,local-authority:NSM,open-digital-planning,tree-preservation-order
tree-preservation-zone,,2023-08-17,,,prospective,local-authority:NSM,open-digital-planning,tree-preservation-order
brownfield-land,,2023-08-17,,,statutory,local-authority:NTY,brownfield-land,brownfield-land
developer-agreement,,2023-08-17,,,encouraged,local-authority:NTY,developer-contribution,developer-ageement
developer-agreement-contribution,,2023-08-17,,,encouraged,local-authority:NTY,developer-contribution,developer-ageement
developer-agreement-transaction,,2023-08-17,,,encouraged,local-authority:NTY,developer-contribution,developer-ageement
design-code,,2023-08-17,,,prospective,local-authority:NTY,design-codes,design-code
design-code-area,,2023-08-17,,,prospective,local-authority:NTY,design-codes,design-code
design-code-rule,,2023-08-17,,,prospective,local-authority:NTY,design-codes,design-code
article-4-direction,,2023-08-17,,,prospective,local-authority:NTY,open-digital-planning,article-4-direction
article-4-direction-area,,2023-08-17,,,prospective,local-authority:NTY,open-digital-planning,article-4-direction
conservation-area,,2023-08-17,,,prospective,local-authority:NTY,open-digital-planning,conservation-area
conservation-area-document,,2023-08-17,,,prospective,local-authority:NTY,open-digital-planning,conservation-area
listed-building-outline,,2023-08-17,,,prospective,local-authority:NTY,open-digital-planning,listed-building
tree,,2023-08-17,,,prospective,local-authority:NTY,open-digital-planning,tree-preservation-order
tree-preservation-order,,2023-08-17,,,prospective,local-authority:NTY,open-digital-planning,tree-preservation-order
tree-preservation-zone,,2023-08-17,,,prospective,local-authority:NTY,open-digital-planning,tree-preservation-order
brownfield-land,,2023-08-17,,,statutory,local-authority:NUN,brownfield-land,brownfield-land
developer-agreement,,2023-08-17,,,encouraged,local-authority:NUN,developer-contribution,developer-ageement
developer-agreement-contribution,,2023-08-17,,,encouraged,local-authority:NUN,developer-contribution,developer-ageement
developer-agreement-transaction,,2023-08-17,,,encouraged,local-authority:NUN,developer-contribution,developer-ageement
design-code,,2023-08-17,,,prospective,local-authority:NUN,design-codes,design-code
design-code-area,,2023-08-17,,,prospective,local-authority:NUN,design-codes,design-code
design-code-rule,,2023-08-17,,,prospective,local-authority:NUN,design-codes,design-code
article-4-direction,,2023-08-17,,,prospective,local-authority:NUN,open-digital-planning,article-4-direction
article-4-direction-area,,2023-08-17,,,prospective,local-authority:NUN,open-digital-planning,article-4-direction
conservation-area,,2023-08-17,,,prospective,local-authority:NUN,open-digital-planning,conservation-area
conservation-area-document,,2023-08-17,,,prospective,local-authority:NUN,open-digital-planning,conservation-area
listed-building-outline,,2023-08-17,,,prospective,local-authority:NUN,open-digital-planning,listed-building
tree,,2023-08-17,,,prospective,local-authority:NUN,open-digital-planning,tree-preservation-order
tree-preservation-order,,2023-08-17,,,prospective,local-authority:NUN,open-digital-planning,tree-preservation-order
tree-preservation-zone,,2023-08-17,,,prospective,local-authority:NUN,open-digital-planning,tree-preservation-order
brownfield-land,,2023-08-17,,,statutory,local-authority:NWA,brownfield-land,brownfield-land
developer-agreement,,2023-08-17,,,encouraged,local-authority:NWA,developer-contribution,developer-ageement
developer-agreement-contribution,,2023-08-17,,,encouraged,local-authority:NWA,developer-contribution,developer-ageement
developer-agreement-transaction,,2023-08-17,,,encouraged,local-authority:NWA,developer-contribution,developer-ageement
design-code,,2023-08-17,,,prospective,local-authority:NWA,design-codes,design-code
design-code-area,,2023-08-17,,,prospective,local-authority:NWA,design-codes,design-code
design-code-rule,,2023-08-17,,,prospective,local-authority:NWA,design-codes,design-code
article-4-direction,,2023-08-17,,,prospective,local-authority:NWA,open-digital-planning,article-4-direction
article-4-direction-area,,2023-08-17,,,prospective,local-authority:NWA,open-digital-planning,article-4-direction
conservation-area,,2023-08-17,,,prospective,local-authority:NWA,open-digital-planning,conservation-area
conservation-area-document,,2023-08-17,,,prospective,local-authority:NWA,open-digital-planning,conservation-area
listed-building-outline,,2023-08-17,,,prospective,local-authority:NWA,open-digital-planning,listed-building
tree,,2023-08-17,,,prospective,local-authority:NWA,open-digital-planning,tree-preservation-order
tree-preservation-order,,2023-08-17,,,prospective,local-authority:NWA,open-digital-planning,tree-preservation-order
tree-preservation-zone,,2023-08-17,,,prospective,local-authority:NWA,open-digital-planning,tree-preservation-order
brownfield-land,,2023-08-17,,,statutory,local-authority:NWL,brownfield-land,brownfield-land
developer-agreement,,2023-08-17,,,encouraged,local-authority:NWL,developer-contribution,developer-ageement
developer-agreement-contribution,,2023-08-17,,,encouraged,local-authority:NWL,developer-contribution,developer-ageement
developer-agreement-transaction,,2023-08-17,,,encouraged,local-authority:NWL,developer-contribution,developer-ageement
design-code,,2023-08-17,,,prospective,local-authority:NWL,design-codes,design-code
design-code-area,,2023-08-17,,,prospective,local-authority:NWL,design-codes,design-code
design-code-rule,,2023-08-17,,,prospective,local-authority:NWL,design-codes,design-code
article-4-direction,,2023-08-17,,,prospective,local-authority:NWL,open-digital-planning,article-4-direction
article-4-direction-area,,2023-08-17,,,prospective,local-authority:NWL,open-digital-planning,article-4-direction
conservation-area,,2023-08-17,,,prospective,local-authority:NWL,open-digital-planning,conservation-area
conservation-area-document,,2023-08-17,,,prospective,local-authority:NWL,open-digital-planning,conservation-area
listed-building-outline,,2023-08-17,,,prospective,local-authority:NWL,open-digital-planning,listed-building
tree,,2023-08-17,,,prospective,local-authority:NWL,open-digital-planning,tree-preservation-order
tree-preservation-order,,2023-08-17,,,prospective,local-authority:NWL,open-digital-planning,tree-preservation-order
tree-preservation-zone,,2023-08-17,,,prospective,local-authority:NWL,open-digital-planning,tree-preservation-order
brownfield-land,,2023-08-17,,,statutory,local-authority:NWM,brownfield-land,brownfield-land
developer-agreement,,2023-08-17,,,encouraged,local-authority:NWM,developer-contribution,developer-ageement
developer-agreement-contribution,,2023-08-17,,,encouraged,local-authority:NWM,developer-contribution,developer-ageement
developer-agreement-transaction,,2023-08-17,,,encouraged,local-authority:NWM,developer-contribution,developer-ageement
design-code,,2023-08-17,,,prospective,local-authority:NWM,design-codes,design-code
design-code-area,,2023-08-17,,,prospective,local-authority:NWM,design-codes,design-code
design-code-rule,,2023-08-17,,,prospective,local-authority:NWM,design-codes,design-code
article-4-direction,,2023-08-17,,,prospective,local-authority:NWM,open-digital-planning,article-4-direction
article-4-direction-area,,2023-08-17,,,prospective,local-authority:NWM,open-digital-planning,article-4-direction
conservation-area,,2023-08-17,,,prospective,local-authority:NWM,open-digital-planning,conservation-area
conservation-area-document,,2023-08-17,,,prospective,local-authority:NWM,open-digital-planning,conservation-area
listed-building-outline,,2023-08-17,,,prospective,local-authority:NWM,open-digital-planning,listed-building
tree,,2023-08-17,,,prospective,local-authority:NWM,open-digital-planning,tree-preservation-order
tree-preservation-order,,2023-08-17,,,prospective,local-authority:NWM,open-digital-planning,tree-preservation-order
tree-preservation-zone,,2023-08-17,,,prospective,local-authority:NWM,open-digital-planning,tree-preservation-order
brownfield-land,,2023-08-17,,,statutory,local-authority:OAD,brownfield-land,brownfield-land
developer-agreement,,2023-08-17,,,encouraged,local-authority:OAD,developer-contribution,developer-ageement
developer-agreement-contribution,,2023-08-17,,,encouraged,local-authority:OAD,developer-contribution,developer-ageement
developer-agreement-transaction,,2023-08-17,,,encouraged,local-authority:OAD,developer-contribution,developer-ageement
design-code,,2023-08-17,,,prospective,local-authority:OAD,design-codes,design-code
design-code-area,,2023-08-17,,,prospective,local-authority:OAD,design-codes,design-code
design-code-rule,,2023-08-17,,,prospective,local-authority:OAD,design-codes,design-code
article-4-direction,,2023-08-17,,,prospective,local-authority:OAD,open-digital-planning,article-4-direction
article-4-direction-area,,2023-08-17,,,prospective,local-authority:OAD,open-digital-planning,article-4-direction
conservation-area,,2023-08-17,,,prospective,local-authority:OAD,open-digital-planning,conservation-area
conservation-area-document,,2023-08-17,,,prospective,local-authority:OAD,open-digital-planning,conservation-area
listed-building-outline,,2023-08-17,,,prospective,local-authority:OAD,open-digital-planning,listed-building
tree,,2023-08-17,,,prospective,local-authority:OAD,open-digital-planning,tree-preservation-order
tree-preservation-order,,2023-08-17,,,prospective,local-authority:OAD,open-digital-planning,tree-preservation-order
tree-preservation-zone,,2023-08-17,,,prospective,local-authority:OAD,open-digital-planning,tree-preservation-order
brownfield-land,,2023-08-17,,,statutory,local-authority:OLD,brownfield-land,brownfield-land
developer-agreement,,2023-08-17,,,encouraged,local-authority:OLD,developer-contribution,developer-ageement
developer-agreement-contribution,,2023-08-17,,,encouraged,local-authority:OLD,developer-contribution,developer-ageement
developer-agreement-transaction,,2023-08-17,,,encouraged,local-authority:OLD,developer-contribution,developer-ageement
design-code,,2023-08-17,,,prospective,local-authority:OLD,design-codes,design-code
design-code-area,,2023-08-17,,,prospective,local-authority:OLD,design-codes,design-code
design-code-rule,,2023-08-17,,,prospective,local-authority:OLD,design-codes,design-code
article-4-direction,,2023-08-17,,,prospective,local-authority:OLD,open-digital-planning,article-4-direction
article-4-direction-area,,2023-08-17,,,prospective,local-authority:OLD,open-digital-planning,article-4-direction
conservation-area,,2023-08-17,,,prospective,local-authority:OLD,open-digital-planning,conservation-area
conservation-area-document,,2023-08-17,,,prospective,local-authority:OLD,open-digital-planning,conservation-area
listed-building-outline,,2023-08-17,,,prospective,local-authority:OLD,open-digital-planning,listed-building
tree,,2023-08-17,,,prospective,local-authority:OLD,open-digital-planning,tree-preservation-order
tree-preservation-order,,2023-08-17,,,prospective,local-authority:OLD,open-digital-planning,tree-preservation-order
tree-preservation-zone,,2023-08-17,,,prospective,local-authority:OLD,open-digital-planning,tree-preservation-order
brownfield-land,,2023-08-17,,,statutory,local-authority:OXO,brownfield-land,brownfield-land
developer-agreement,,2023-08-17,,,encouraged,local-authority:OXO,developer-contribution,developer-ageement
developer-agreement-contribution,,2023-08-17,,,encouraged,local-authority:OXO,developer-contribution,developer-ageement
developer-agreement-transaction,,2023-08-17,,,encouraged,local-authority:OXO,developer-contribution,developer-ageement
design-code,,2023-08-17,,,prospective,local-authority:OXO,design-codes,design-code
design-code-area,,2023-08-17,,,prospective,local-authority:OXO,design-codes,design-code
design-code-rule,,2023-08-17,,,prospective,local-authority:OXO,design-codes,design-code
article-4-direction,,2023-08-17,,,prospective,local-authority:OXO,open-digital-planning,article-4-direction
article-4-direction-area,,2023-08-17,,,prospective,local-authority:OXO,open-digital-planning,article-4-direction
conservation-area,,2023-08-17,,,prospective,local-authority:OXO,open-digital-planning,conservation-area
conservation-area-document,,2023-08-17,,,prospective,local-authority:OXO,open-digital-planning,conservation-area
listed-building-outline,,2023-08-17,,,prospective,local-authority:OXO,open-digital-planning,listed-building
tree,,2023-08-17,,,prospective,local-authority:OXO,open-digital-planning,tree-preservation-order
tree-preservation-order,,2023-08-17,,,prospective,local-authority:OXO,open-digital-planning,tree-preservation-order
tree-preservation-zone,,2023-08-17,,,prospective,local-authority:OXO,open-digital-planning,tree-preservation-order
brownfield-land,,2023-08-17,,,statutory,local-authority:PEN,brownfield-land,brownfield-land
developer-agreement,,2023-08-17,,,encouraged,local-authority:PEN,developer-contribution,developer-ageement
developer-agreement-contribution,,2023-08-17,,,encouraged,local-authority:PEN,developer-contribution,developer-ageement
developer-agreement-transaction,,2023-08-17,,,encouraged,local-authority:PEN,developer-contribution,developer-ageement
design-code,,2023-08-17,,,prospective,local-authority:PEN,design-codes,design-code
design-code-area,,2023-08-17,,,prospective,local-authority:PEN,design-codes,design-code
design-code-rule,,2023-08-17,,,prospective,local-authority:PEN,design-codes,design-code
article-4-direction,,2023-08-17,,,prospective,local-authority:PEN,open-digital-planning,article-4-direction
article-4-direction-area,,2023-08-17,,,prospective,local-authority:PEN,open-digital-planning,article-4-direction
conservation-area,,2023-08-17,,,prospective,local-authority:PEN,open-digital-planning,conservation-area
conservation-area-document,,2023-08-17,,,prospective,local-authority:PEN,open-digital-planning,conservation-area
listed-building-outline,,2023-08-17,,,prospective,local-authority:PEN,open-digital-planning,listed-building
tree,,2023-08-17,,,prospective,local-authority:PEN,open-digital-planning,tree-preservation-order
tree-preservation-order,,2023-08-17,,,prospective,local-authority:PEN,open-digital-planning,tree-preservation-order
tree-preservation-zone,,2023-08-17,,,prospective,local-authority:PEN,open-digital-planning,tree-preservation-order
brownfield-land,,2023-08-17,,,statutory,local-authority:PLY,brownfield-land,brownfield-land
developer-agreement,,2023-08-17,,,encouraged,local-authority:PLY,developer-contribution,developer-ageement
developer-agreement-contribution,,2023-08-17,,,encouraged,local-authority:PLY,developer-contribution,developer-ageement
developer-agreement-transaction,,2023-08-17,,,encouraged,local-authority:PLY,developer-contribution,developer-ageement
design-code,,2023-08-17,,,prospective,local-authority:PLY,design-codes,design-code
design-code-area,,2023-08-17,,,prospective,local-authority:PLY,design-codes,design-code
design-code-rule,,2023-08-17,,,prospective,local-authority:PLY,design-codes,design-code
article-4-direction,,2023-08-17,,,prospective,local-authority:PLY,open-digital-planning,article-4-direction
article-4-direction-area,,2023-08-17,,,prospective,local-authority:PLY,open-digital-planning,article-4-direction
conservation-area,,2023-08-17,,,prospective,local-authority:PLY,open-digital-planning,conservation-area
conservation-area-document,,2023-08-17,,,prospective,local-authority:PLY,open-digital-planning,conservation-area
listed-building-outline,,2023-08-17,,,prospective,local-authority:PLY,open-digital-planning,listed-building
tree,,2023-08-17,,,prospective,local-authority:PLY,open-digital-planning,tree-preservation-order
tree-preservation-order,,2023-08-17,,,prospective,local-authority:PLY,open-digital-planning,tree-preservation-order
tree-preservation-zone,,2023-08-17,,,prospective,local-authority:PLY,open-digital-planning,tree-preservation-order
brownfield-land,,2023-08-17,,,statutory,local-authority:POR,brownfield-land,brownfield-land
developer-agreement,,2023-08-17,,,encouraged,local-authority:POR,developer-contribution,developer-ageement
developer-agreement-contribution,,2023-08-17,,,encouraged,local-authority:POR,developer-contribution,developer-ageement
developer-agreement-transaction,,2023-08-17,,,encouraged,local-authority:POR,developer-contribution,developer-ageement
design-code,,2023-08-17,,,prospective,local-authority:POR,design-codes,design-code
design-code-area,,2023-08-17,,,prospective,local-authority:POR,design-codes,design-code
design-code-rule,,2023-08-17,,,prospective,local-authority:POR,design-codes,design-code
article-4-direction,,2023-08-17,,,prospective,local-authority:POR,open-digital-planning,article-4-direction
article-4-direction-area,,2023-08-17,,,prospective,local-authority:POR,open-digital-planning,article-4-direction
conservation-area,,2023-08-17,,,prospective,local-authority:POR,open-digital-planning,conservation-area
conservation-area-document,,2023-08-17,,,prospective,local-authority:POR,open-digital-planning,conservation-area
listed-building-outline,,2023-08-17,,,prospective,local-authority:POR,open-digital-planning,listed-building
tree,,2023-08-17,,,prospective,local-authority:POR,open-digital-planning,tree-preservation-order
tree-preservation-order,,2023-08-17,,,prospective,local-authority:POR,open-digital-planning,tree-preservation-order
tree-preservation-zone,,2023-08-17,,,prospective,local-authority:POR,open-digital-planning,tree-preservation-order
brownfield-land,,2023-08-17,,,statutory,local-authority:PRE,brownfield-land,brownfield-land
developer-agreement,,2023-08-17,,,encouraged,local-authority:PRE,developer-contribution,developer-ageement
developer-agreement-contribution,,2023-08-17,,,encouraged,local-authority:PRE,developer-contribution,developer-ageement
developer-agreement-transaction,,2023-08-17,,,encouraged,local-authority:PRE,developer-contribution,developer-ageement
design-code,,2023-08-17,,,prospective,local-authority:PRE,design-codes,design-code
design-code-area,,2023-08-17,,,prospective,local-authority:PRE,design-codes,design-code
design-code-rule,,2023-08-17,,,prospective,local-authority:PRE,design-codes,design-code
article-4-direction,,2023-08-17,,,prospective,local-authority:PRE,open-digital-planning,article-4-direction
article-4-direction-area,,2023-08-17,,,prospective,local-authority:PRE,open-digital-planning,article-4-direction
conservation-area,,2023-08-17,,,prospective,local-authority:PRE,open-digital-planning,conservation-area
conservation-area-document,,2023-08-17,,,prospective,local-authority:PRE,open-digital-planning,conservation-area
listed-building-outline,,2023-08-17,,,prospective,local-authority:PRE,open-digital-planning,listed-building
tree,,2023-08-17,,,prospective,local-authority:PRE,open-digital-planning,tree-preservation-order
tree-preservation-order,,2023-08-17,,,prospective,local-authority:PRE,open-digital-planning,tree-preservation-order
tree-preservation-zone,,2023-08-17,,,prospective,local-authority:PRE,open-digital-planning,tree-preservation-order
brownfield-land,,2023-08-17,,,statutory,local-authority:PTE,brownfield-land,brownfield-land
developer-agreement,,2023-08-17,,,encouraged,local-authority:PTE,developer-contribution,developer-ageement
developer-agreement-contribution,,2023-08-17,,,encouraged,local-authority:PTE,developer-contribution,developer-ageement
developer-agreement-transaction,,2023-08-17,,,encouraged,local-authority:PTE,developer-contribution,developer-ageement
design-code,,2023-08-17,,,prospective,local-authority:PTE,design-codes,design-code
design-code-area,,2023-08-17,,,prospective,local-authority:PTE,design-codes,design-code
design-code-rule,,2023-08-17,,,prospective,local-authority:PTE,design-codes,design-code
article-4-direction,,2023-08-17,,,prospective,local-authority:PTE,open-digital-planning,article-4-direction
article-4-direction-area,,2023-08-17,,,prospective,local-authority:PTE,open-digital-planning,article-4-direction
conservation-area,,2023-08-17,,,prospective,local-authority:PTE,open-digital-planning,conservation-area
conservation-area-document,,2023-08-17,,,prospective,local-authority:PTE,open-digital-planning,conservation-area
listed-building-outline,,2023-08-17,,,prospective,local-authority:PTE,open-digital-planning,listed-building
tree,,2023-08-17,,,prospective,local-authority:PTE,open-digital-planning,tree-preservation-order
tree-preservation-order,,2023-08-17,,,prospective,local-authority:PTE,open-digital-planning,tree-preservation-order
tree-preservation-zone,,2023-08-17,,,prospective,local-authority:PTE,open-digital-planning,tree-preservation-order
brownfield-land,,2023-08-17,,,statutory,local-authority:RCC,brownfield-land,brownfield-land
developer-agreement,,2023-08-17,,,encouraged,local-authority:RCC,developer-contribution,developer-ageement
developer-agreement-contribution,,2023-08-17,,,encouraged,local-authority:RCC,developer-contribution,developer-ageement
developer-agreement-transaction,,2023-08-17,,,encouraged,local-authority:RCC,developer-contribution,developer-ageement
design-code,,2023-08-17,,,prospective,local-authority:RCC,design-codes,design-code
design-code-area,,2023-08-17,,,prospective,local-authority:RCC,design-codes,design-code
design-code-rule,,2023-08-17,,,prospective,local-authority:RCC,design-codes,design-code
article-4-direction,,2023-08-17,,,prospective,local-authority:RCC,open-digital-planning,article-4-direction
